title,keyword
reviews_1875663,"길이, 시원하다, 사이즈, 편하다, 비치다, 적당하다, 핏, 여름, 원피스, 라인"
reviews_3977452,"짧다, 핏, 길이, 사이즈, 원피스, 소재, 적당하다, 바지, 배송, 재질"
reviews_1875664,"시원하다, 길이, 비치다, 편하다, 사이즈, 여름, 짧다, 적당하다, 기장, 핏"
reviews_4018731,"바지, 편하다, 짧다, 귀엽다, 길이, 치마, 리본, 디자인, 스커트, 어울리다"
reviews_3977488,"짧다, 재질, 흰색, 사이즈, 원피스, 길이, 잡다, 핏, 기장, 비치다"
reviews_2551401,"편하다, 바지, 사이즈, 짧다, 허리, 맞다, 길이, 치마, 핏, 크다"
reviews_2978106,"편하다, 사이즈, 허리, 시원하다, 크다, 여름, 재질, 단추, 얇다, 소재"
reviews_3295891,"색감, 사이즈, 여름, 디자인, 치마, 가격, 하늘색, 밑단, 기장, 색상"
reviews_1645762,"사이즈, 허리, 편하다, 길이, 크다, 적당하다, 맞다, 핏, 치마, 만족하다"
reviews_1944554,"허리, 사이즈, 길이, 치마, 적당하다, 짧다, 크다, 편하다, 맞다, 배송"
