Review,keyword
여름에 꼭 가지고 있어야 템 중 하나 입니다 원플원임에도 불구하고 퀄리티랑 핏이 너무 괜찮아요 어디 가서 이런 가격으로 이런 퀄리티 내기 쉽지 않습니 닿 재질도 부드러운 니트 소재라 안에 아 무것도 안 입어도 피부가 자극을 받지 않아 요 사이즈는 정 사이즈로 구매하시거나 제 체형 참고하고 구매하시면 될 것 같아 요 배송은 나쁘지 않았고 포장도 잘 되어 있어서 기분  좋게 받을 수 있었답니다,"받다, 퀄리티, 자극, 원플원, 내기, 피부, 기분, 닿다, 포장, 쉬다"
여름에 입 기 딱 좋은 두께에 요 부 드러워서 맨 몸에 입어도 괜찮아요,"드럽다, 두께, 여름"
시원한 느낌이라 좋습니다 부드러워 편하네요 카라와 단추 라인이 예쁘게 잘 나왔습니다 적당히 풀고 닫고 하기 좋아요,"닫다, 단추, 라인, 나오다, 카라, 적당하다, 부드럽다, 시원하다, 편하다"
무신사 매장까지 방문해서 재질확인 후 이 구매하였습니다 여름에 입 기 좋은 두께 감입니다 핏도 몸통 밑으로 갈수록 좁아져서 몸에 촥 감깁니 다 너무 맘에 들어요,"방문, 매장, 갈수록, 확인, 몸통, 좁다, 두께, 재질, 여름"
최고에 요 사이즈 살짝 오버핏인데 그냥 너무 좋야 요 제 스펙이랑 비슷하시면 사세요,"스펙, 오버핏, 최고, 사이즈"
색감이 너무 취향이라 구매했습니다 하늘색을 좋아하는데 실물이 더 예뻤어요 가성비 좋은 반팔 니트입니다 한 계절 무난하게 입고 다니기 좋을 것 같아 요 마른 편이라 체형이 드러나는 얇고 붙는 옷을 선호하지 않는데 입었을 때 괜찮았어요 저는 안에 여름용 나 시 입었습니다 아직 계절이 안 풀려서 자켓 안에 입었는데 괜찮았어요,"계절, 선호, 풀다, 자켓, 드러나다, 실물, 취향, 마르다, 아직, 붙다"
키 몸무게에 비해 운동을 해서 상체가 조금 두께감이 있는 편입니다 저스트하게 맞는 듯합니다 조금 헐렁하게 너프하게 입고 싶은 분들은 한 치수 업해도 이 쁠꺼 같아요,"헐렁하다, 너프, 쁠꺼, 상체, 몸무게, 편입, 저스트, 치수, 비다, 운동"
니트의 색감이 내가 생각한 것과 좀 다르면 어쩌지 생각했었는데 막상 받아서 입어보니 핏도 너무 예쁘고 색감도 제가 생각한 대로라서 너무 만족스러워요 사이즈도 딱 좋고 가 벼워서 여름에 입고 다니기 좋을 것 같아 요 시보리 디테일도,"어쩌지, 일도, 디테, 벼워, 색감, 다르다, 대로, 시보리, 라서, 가다"
촉감도 부드럽고 색감도 이 쁘네요 사이즈는 한 사이즈 작은 게 맞을 듯요,"사이즈, 촉감, 쁘네, 작다, 부드럽다, 맞다, 색감"
작년에도 사고 또 사서 너무 만족스럽네요 카라 없는 것도 구매 예정입니다,"작년, 예정, 사서, 사고, 만족스럽다, 카라"
길이도 괜찮고 편한 느낌이어서 좋아요 그리고 색도 예쁘고 특히 가 벼워서 여름에도 부담 없이 입을 수 있을 것 같아서 좋습니다,"벼워, 길이, 부담, 가다, 색도, 편하다, 여름"
작년에 사고 너무 맘에 들어서 다른 색으로 더 장만 했슴 다 그냥 핏이며 소재며 관리며 최고입니다 이거 안 사는 이유를 모르겠어요 가격도 매우 저렴하고요 일반 머슬핏보다 더 머슬핏이에 요 최고 입 다 엘 그레이 색이 생각보다 더 맛도 리네요,"최고, 했슴, 머슬핏이, 장만, 이유, 작년, 그레이, 모르다, 일반, 관리"
아이보리는 거의 흰색에 가깝네요 통풍도 잘 되고 시원하게 잘 입을 거 같습니다,"가깝다, 흰색, 통풍, 아이보리, 시원하다"
여름에도 입을 수 있는 얇은 니트를 처음 구매해봤습니다 비슷한 스타일의 제품이 여러 브랜드에서 출 시 되고 있음에도 첫 구매라 자세한 비교는 어려웠지만 수아레 브랜드에 선호도가 있어서 결정하였습니다 종합적으로는 그냥 가격 값에 준하는 옷이라고 느껴졌습니다 제 체형에 제품 사이즈는 적당한 기장을 가지고 있는데 사람에 따라 길이가 좀 애매하다고 느껴질 수 있습 니다 저는 처음 구매해 본 거라서 한 눈에 예쁘다는 느낌보다는 이게 맞나 싶은 긴가 민가함이 있습니다 다 만 총장은 넣어 입을 때에 더 잘 어 울릴 것 같았습니다 전체적인 핏이나 디자인은 무난하고 적합하고 취향에 따라 한 사이즈 작게 가서 정핏으로 착용하는 것도 추천합니다 아이보리의 경우 살짝의 비침이 있어서 패치를 이용하는 편이 좋습니다 넥 라인 마감 봉제 선이 한쪽으로 처리되어 있어서 아쉬웠습니다 변형 틀어짐이 당장 크지 않지만 오래 입기보다 전투적으로 활용하는 편이 좋겠습니다,"따르다, 느껴지다, 브랜드, 편이, 처음, 제품, 민가, 총장, 추다, 호도"
보통 옷을 사이즈로 구매하고 살짝 오버핏으로 입는데 이 옷은 사이즈가 딱 맞는 것 같네요,"보통, 사이즈, 오버핏, 맞다"
수아레의 역작이네요 매년 수아레를 구매하는 것 같은데 이번 니트 반 팔은 참 예쁘네요 잘 입을 게요,"수아레, 역작, 매년, 차다, 니트"
색감이 너무 좋네요 재질도 안 거치고 부드러워요,"거치, 부드럽다, 재질, 색감"
여기 제품은 기장이 길지 않아 키 작은 사람들에게 아주 좋아요,"길다, 사람, 작다, 기장, 제품"
예쁘긴 한 디 세탁 한 번 하니 보풀이 테이프로 싹 다 떼줫는데 세탁 시마다 이러면 감당이,"세탁, 테이프, 시마, 감당, 이르다, 떼줫는데, 보풀"
시켯다가 로 바꿧는데 사이즈 찰떡입니다 가성비짱,"시켯다, 바꿧는데, 찰떡, 가성비, 사이즈"
반팔 니트 첨 사보는데 생각보다 얇아서 한 여름 전까지는 입을 만 할 거 같아 요 아이보리가 진짜 너무 이 뻐요 스카이 블루는 생각한 것보다는 좀 쨍한 느낌 가성비로 잘 입고 다닐 거 같네용,"스카이, 블루, 사보다, 아이보리, 얇다, 가성비, 니트, 여름"
네이비 라운드 그린 카라 시켰는데 캐주얼하게 입을 거면 정핏으로 입을 거면 이 맞네요 수아레는 니트 류 몇 번 사봤다가 대부분 반품했는데 이번 케이블 니트는 대 만족입니다 촉감도 좋고 색감도 너무 쨍하지 않아 좋아요,"대부분, 반품, 쨍하, 캐주얼, 정핏, 수아레, 촉감, 니트, 대다, 사보다"
믿고 사는 수아레입니다 저번에 이어 이번이 번째 구매인데 역시 핏과 색감 모두 좋습니다 한 가지 아쉬운 점은 마감인데 신경 쓰일 정도는 아니네요,"저번, 쓰이다, 신경, 마감, 믿다, 살다, 아니다, 가지, 아쉽다, 색감"
와우 옷이 너무 예뻐서 감탄했어요 다음에도 또 살게요 여름에 잘 입을 것 같아 요 감사합니다,"감탄, 와우, 살다, 여름"
핏이랑 색감이 너무 예뻐요 단추 풀어 입어도 예쁩니다 두껍지 않아서 여름에 입기도 좋을 거 같아 요 추천합니다,"풀다, 단추, 두껍다, 추천, 색감, 여름"
진짜 기본 제품이라 어느 룩에도 잘 어울리네 요 그냥 입어도 되고 자켓이랑 입어도 되고,"자켓, 기본, 어울리다, 제품"
남자친구 선물로 주려고 샀는데 아직 한 달이나 남아서 제가 입었네요 부드러운 얇은 니트라 여름에 아주 잘 입을 것 같고 사이즈도 남자친구 체형에 아마 여유로울 것 같아 요 예쁜 쨍한 초록색이라 청바지나 흰 바지 검은 바지 다 잘 어울릴 거 같아 요 원플원이라 제가 하나 가질까 고민돼 요,"남자친구, 바지, 달이, 남아, 원플원, 검다, 아마, 가지다, 아직, 희다"
너무 좋습니가 수아레 제품 또 사려고요 카라랑 라운드 등 다르게 선택하는 것과 가격까지 모두 좋습니드,"습니, 니드, 다르다, 선택, 라운드, 제품, 카라, 가격"
생각보다 얇아서 시원하고 몸이 커 보이는 효과가 있어서 좋습니다 완전 여름 되면 어렵긴 하겠지만 요새 날씨에는 추천 드립니다 제 신체 스펙이랑 비슷한 분은 엑스라지 추천 드려요,"드리다, 추천, 엑스, 효과, 어렵다, 스펙, 신체, 라지, 날씨, 보이다"
핏 죽이네요 몸도 더 좋아 보이고 얇아서 더 좋아요,"죽이다, 보이, 얇다"
폴로 꽈배기보다 조금 더 얇은 데 부드럽고 해요 기본템으로 아주 좋아요 아주 추천합니다,"폴로, 꽈배기, 추천, 부드럽다, 얇다"
사진 그대로 색감은 화면과 비슷했습니다 너무 나 풀나풀게 여름에 딱 일 것 같습니다 가 성비 좋구 세탁 후 변형은 있을 것 같아 은 느낌인데 물 빨래 가능 소재라고 하니 너무 좋아요,"성비, 가능, 라고, 그대로, 빨래, 변형, 화면, 가다, 사진, 소재"
넘 이 뻐요 여름에 입 기 딱 좋습니다 제 스펙이면 추천 드립니다,"스펙, 이면, 드리다, 추천, 여름"
사이즈는 저랑 비슷하시면 으로 가시면 될 것 같구요 재질은 여름에 시원하게 코디하기 좋게 적당히 얇은 부드러운 니트라 좋았어요 코디는 은 근 와이드 흑청이랑 생지 데님 아니면 사진처럼 버뮤다 팬츠도 괜찮은 것 같아 요 감사합니다,"코디, 버뮤다, 와이드, 팬츠, 가시, 데님, 니트라, 아니다, 사진, 적당하다"
가성비 갑 디자인도 넘 이 쁘고 전혀 저렴해 보이지 않습니다 블루랑 두 칼라 구매하길 잘한 듯 요 사이즈는 하나 작게 입었습니다,"보이지, 칼라, 블루, 전혀, 작다, 하나, 저렴하다, 디자인, 가성비, 사이즈"
아이보리네이비 색상 예쁘네요 보이기엔 보풀 잘 안 생길 듯한 데 입어봐야 알겠죠,"이기, 생기다, 알다, 보풀, 네이비, 입어보다, 아이보리, 색상"
너무 좋습니다 앞으로 다시 구매할 수 있을 것 같아요,
니트 류지만 얇아서 지금 입기에 덥지 않습니다 색 감 예쁘고 좋네요,"류지, 얇다, 덥다, 니트"
소재도 좋고 핏도 아주 마음에 듭니다 오랜만에 좋은 옷 구매한 것 같아서 기분 좋습니다 고민하시는 분들에게 강 추입니다,"오랜, 기분, 고민, 소재"
색감은 사진 그대로 고 사이즈는 약간 루즈핏 니트치고 얇은 편이지만 그래도 니트는 니트라 한 여름 날씨에 입기에는 하고 더울듯,"치고, 루즈, 그대로, 니트, 니트라, 편이, 날씨, 사진, 얇다, 덥다"
사이즈 긴 하지만 생각보다 훨씬 더 한 사이즈입니다,사이즈
배송도 빠르고 무엇보다 재질이 시원해요 땀이 많은데 잘 입을 수 있겠어요,"많다, 빠르다, 시원하다, 배송, 재질"
일단 배송이 빨리 와서 좋았습니다 한 여름에 입기에는 두껍 긴 하지만 정말 합리적인 가격으로 예쁜 옷 산 것 같아 요 검정은 화면이랑 똑같은데 아이보리 색은 생각보다 밝아서 화이트에 가깝습니다 저랑 신체 사이즈 비슷한 분들은 하시면 딱입니다,"화이트, 검정, 신체, 빨리, 가깝다, 똑같다, 화면, 합리, 밝다, 딱이다"
요즘 반팔 니트 유행이라 길래 두 벌 장만 했는데 좋아요,"유행, 길래, 장만, 니트"
광고에 이벤트 보고 구매했는데 가격도 맘에 들고 워셔블이라 욱 구매 흥미가 생겼어요 받아보니 후회 없이 출근적으로 잘 입고 있습니다,"보고, 광고, 흥미, 이벤트, 후회, 생기다, 출근, 워셔블, 받다, 가격"
너무 맘에 드네요 사이즈도 딱이 고 핏도 너무 맘에 들어요,"딱이다, 사이즈"
평소 사이즈 입구 요 구매 사이즈 사이즈 오버핏이라 여유 있고 체형을 한 층 옆으로 넓어 보이게 해주는 핏감 두껍지 않은 케이블 니트 소재 인생 핏 만나서 추가로 아이보리 그린 컬러 구매하였습니다,"사이즈, 만나다, 입구, 추가, 넓다, 인생, 해주다, 여유, 핏감, 보이"
사이즈 잘 맞아요 색감도 예쁘네요 여름에 입 기 좋은 두께입니다 한 여름은 좀 힘들 거 같아요,"힘들다, 여름, 두께, 맞다, 색감, 사이즈"
저렴하게 좋은 상품 구매해서 너무 좋아요 재질도 나므지 않아서 여름에 잘 입을 것 같아 요 감사합니당,"나므, 상품, 저렴하다, 재질, 여름"
가성비 좋고 배송도 만족입니다 촉감이 좋고 신축성도 좋아요,"신축, 성도, 촉감, 만족, 배송, 가성비"
시원하고 막입기 좋아요 재질도 좋은 것 같습니다 세탁하면 어떻게 될지 궁금하지만 만족합니다,"궁금하다, 어떻다, 세탁, 만족하다, 시원하다, 재질"
생각보다 커요 팔 길이가 애매하게 길어서 핏이 어 정쩡해 보여 요 어쩔 수 없지만 접어서 입어야 할 듯 합니다,"정쩡해, 어쩔, 애매하다, 길이, 접다, 보이다, 크다"
그린이랑 베이지 두 벌 구매했는데 옷 너무 예뻐요 팔 통도 크지 않아서 머슬핏 잘 나옵니다 출근룩이나 데이트 시 좋을 것 같아요,"데이트, 베이지, 출근, 머슬핏, 그린, 나오다, 크다"
비슷한 다른 제품으로 꽈배기 니트가 있는데 이 제품은 그것 뷰단 얇아 요 색상은 보이는 대로 선명한 편이 긴 합니다 지금 한창 입기 좋은 거 같아요,"제품, 한창, 그것, 뷰단, 선명하다, 대로, 꽈배기, 편이, 보이다, 색상"
블랙이 좀 더 잘 받는 거 같고 이 쁜 거 같네요 만족함,"블랙, 받다, 만족하다"
딥 그린이랑 엘그레이 시켰는데 딥 그린이랑 아이보리가 왔어요 색상 이 뻐서 그냥 입으려구요,"그린, 그레이, 오다, 아이보리, 색상"
여름에 입 기 딱이네요 폼도 해서 시원해 보여요,"보이다, 딱이다, 시원하다, 여름"
수아레 라는 브랜드를 처음 구매해봤습니다 면 재질의 반소매 니트인데 우선 첫 인상은 괜찮네요 마른 체형은 아니라서 가슴 어깨 쪽이 약간 끼는 듯한 느낌은 있지만 은 컸을 것 같고 정도가 맞는 듯 합니다,"인상, 가슴, 라는, 끼다, 마르다, 소매, 해봤다, 브랜드, 어깨, 아니다"
색감이나 디자인 그리고 가성비 부분이 다른 니트 반팔에 비해 괜찮지만 너무 얇은 탓인지 살짝 흐물 흐물한 느낌이 있어 세탁 후 변형이 쉽게 될 거 같습니다,"흐물, 비다, 쉬다, 부분, 변형, 세탁, 디자인, 얇다, 가성비, 색감"
일단 속은 비치지 않습니다 니트 소재여서 한 여름에 입기에는 덥습니다 하지만 스타일은 굿입니다,"비치, 스타일, 소재, 덥다, 니트, 여름"
가성비 있게 구매했습니다 편하게 입기 좋은 거 같아요,"편하다, 가성비"
색감 좋고 핏 좋고 재질 괜찮고 네이비도 하나 더 샀어요,"하나, 네이비, 재질, 색감"
