Review,Processed_Review,common_keywords_all,common_keywords_3_plus
"커버낫은 M 입는데, 오버핏이란 글을 읽고 이건 S 주문해서 입었어요. 어깨 기장 적당하고 좋아요.",커버 낮은 M 입는데 온 버핏이란 글을 읽고 이건 S 주문해서 입었어요 어깨 기장 적당하고 좋아요," 기장,  어깨","기장, 버핏, 어깨, 이건, 이란, 적당하다, 주문, 커버"
면 재질 좋고 목 늘어남도 없어서 잘 입을 거 같아용,면 재질 좋고 목 늘어남도 없어서 잘 입을 거 같아요,"늘어나다,  재질","늘어나다, 없다, 재질"
얇고 시원하고 엉덩이 덮는 기장에 비침도 없습니다 기본 반팔티로 너무 좋네요,얇고 시원하고 엉덩이 덮는 기장에 비침도 없습니다 기본 반팔 티로 너무 좋네요," 기장,  시원하다","기본, 기장, 덮다, 비침, 시원하다, 얇다, 없다, 엉덩이, 티, 팔"
너무 편해요! 이너로도 입기 좋고 여름 반팔용으로도 좋습니다! 팔기장이나 핏이 살짝 여유롭게 입는 제 맘에 들었습니다 시원시원한 재질이라 자주입는 반팔들 중 하나가 됐습니다 혹시 옆구리를 설명 택(?)같은게 많이찌르는데 옷 잘입는 형님들은 이거 자르시나요... 솔직히 이거빼고 다 최애입니다,너무 편해요 이너로도 입기 좋고 여름 반팔용으로도 좋습니다 팔 기장이나 핏이 살짝 여유롭게 입는 제 맘에 들었습니다 시원시원한 재질이라 자주 입는 반팔들 중 하나가 됐습니다 혹시 옆구리를 설명 택 같은 게 많이 찌르는데 옷 잘 입는 형님들은 이거 자르시나요 솔직히 이거 빼고 다 최애입니다, 형님,"빼다, 설명, 솔직하다, 시원시원하다, 옆구리, 자르다, 재질, 최애, 형님"
진짜 겁나 시원하고 가성비 진짜 굿굿임 막 입어도 예쁜 옷이랄까?,진짜 겁나 시원하고 가성비 진짜 굿굿임 막 입어도 예쁜 옷이랄까,,"가성비, 겁나다, 굿굿임, 끄다, 시원하다"
쿨 코튼이라더니 진짜 입으면 좀 시원한 질감이에요 완전 신기하고 품이 넉넉해서 엄마가 훔쳐가버렸어요 또 구매하겠습니다..,쿨 코튼이라더니 진짜 입으면 좀 시원한 질감이에요 정말 신기하고 품이 넉넉해서 엄마가 훔쳐가 버렸어요 또 구매하겠습니다, 엄마,"넉넉하다, 시원하다, 신기하다, 엄마, 질감, 품, 훔치다"
다들 크다길래 평소 m 입다 S사이즈 시켰는데 딱 정사이즈 나오네요,다들 크다길래 평소 m 입다 S사이즈 시켰는데 딱 정 사이즈 나오네요,,"나오다, 사이즈, 크다, 평소"
기본으로 하나씩 가지고 있기 좋네요. 옷도 부드럽고 편해서 자주 손이 가요. 흰색도 예쁘고 검은색도 예뻐요~,기본으로 하나씩 가지고 있기 좋네요 옷도 부드럽고 편해서 자주 손이 가요 흰색도 예쁘고 검은색도 예뻐요,,"가지, 검은색, 기본, 부드럽다, 손, 편하다, 흰색"
배송도 빨리오고 가성비 갑이에요 ㅎㅎ 잘 입고 다닐께여,배송도 빨리 오고 가성비 갑이에요 잘 입고 다닐게요, 가성비,"가성비, 갑, 배송, 오다"
커버낫 옷 처음 사 봤는데 옷 감촉 무엇? 부드럽고 느낌도 좋은데 질도 좋아 보입니다 후줄근한 느낌이 들지 않아서 너무 좋아요 다른색상도 더 구입하고 싶어요 블랙과 화이트 기본템 득템~~ ,커버나 옷 처음 사 봤는데 옷 감촉 무엇 부드럽고 느낌도 좋은데 질도 좋아 보입니다 후줄근한 느낌이 들지 않아서 너무 좋아요 다른 색상도 더 구입하고 싶어요 블랙과 화이트 기본 템 득템," 블랙,  부드럽다,  후줄근하다","감촉, 득템, 보이다, 부드럽다, 블랙, 색상, 질도, 커버, 화이트, 후줄근하다"
기본티로 입을게 필요했는데  마침 세일해서 저렴하게 샀어요~ 편하고 좋습니다,기본 티로 입을게 필요했는데 마침 세일해서 저렴하게 샀어요 편하고 좋습니다,,"기본, 마침, 세일, 저렴하다, 티, 편하다, 필요하다"
처음 사보는데 마음에 들어요 시원한 재질이라 땀 흡수도 잘될 것 같아요,처음 사보는데 마음에 들어요 시원한 재질이라 땀 흡수도 잘 될 것 같아요," 시원하다,  처음,  흡수","사보다, 시원하다, 재질, 처음, 흡수"
할인하니 가성비 너무 좋네요. 재질은 두껍지도 얇지도않아 여름용으로 딱이구요. 세탁후 변형도 없고 완전 맘에 듭니다.,할인하니 가성비 너무 좋네요 재질은 두껍지도 얇지도 않아 여름용으로 딱이고요 세탁 후 변형도 없고 완전 맘에 듭니다, 재질,"가성비, 두껍다, 변형도, 세탁, 얇다, 여름, 재질, 할인"
할인해서 너무 저렴한 가격에 구입했어요. 사이즈 넉넉해서 편하게 입을듯합니다. 세탁후에도 변형없고 필링도 안생기네요. 가격대비 완전 좋아요.,할인해서 너무 저렴한 가격에 구입했어요 사이즈 넉넉해서 편하게 입을듯합니다 세탁 후에도 변형 없고 필링도 안 생기네요 가격 대비 정말 좋아요, 가격,"가격, 넉넉하다, 변형, 사이즈, 생기다, 세탁, 저렴하다, 편하다, 필링, 할인"
소재가 맘에들어요...한치수 큰것도 박시하게 이쁠것 같아요,소재가 맘에 들어 요한 치수 큰 것도 박시하게 이쁠 것 같아요, 치수,"박시, 소재, 요한, 치수"
가격대비 좋아요 올 여름도 이걸로 잘 보내겠습니다!,가격 대비 좋아요 올여름도 이걸로 잘 보내겠습니다, 가격,"가격, 대비, 보내다, 올여름"
할인해서 너무 저렴한 가격에 구입했어요. 사이즈 넉넉해서 편하게 입을듯합니다ᆢ. 세탁후에도 변형없고 필링도 안생기네요. 가격대비 완전 좋아요.,할인해서 너무 저렴한 가격에 구입했어요 사이즈 넉넉해서 편하게 입을듯합니다 세탁 후에도 변형 없고 필링도 안 생기네요 가격 대비 정말 좋아요, 가격,"가격, 넉넉하다, 변형, 사이즈, 생기다, 세탁, 저렴하다, 편하다, 필링, 할인"
가격대비 너무 좋네요  부들부들 질감도 너무 좋아요  이너티로도 단품으로도 손색없네요,가격 대비 너무 좋네요 부들부들 질감도 너무 좋아요 이 너 이로도 단품으로도 손색없네요, 질감,"가격, 대비, 부들부들, 으로도, 이로, 질감"
"원래 라지입는데 기장때문에 스몰사이즈 선택했는데 길이감도 적당하고, 핏도 적당하네요! 평소에 무난하게 입기좋을것같습니다!",원래 라지 입는데 기장 때문에 스몰 사이즈 선택했는데 길이감도 적당하고 핏도 적당하네요 평소에 무난하게 입기 좋을 것 같습니다,,"기장, 길이감, 때문, 라지, 무난, 선택, 원래, 적당하다, 평소, 핏"
"옷사기 애매한 키155, 몸무게55 인 통통한 초등 5학년 아들 옷으로 샀습니다 아직은 골격이 크지 않아서 XS랑 S를 고민했는데 Xs가 목이 답답하다는 후기를 보고 여유롭게 S샀습니다 조금 여유로워서 편하고 옷도 면인데 얇아서 여름에 입기 너무 좋은거 같습니다",옷 사기 애매한 키 몸무게인 통통한 초등 학년 아들 옷으로 샀습니다 아직은 골격이 크지 않아서 XS랑 S를 고민했는데 Xs가 목이 답답하다는 후기를 보고 여유롭게 S 샀습니다 조금 여유로워서 편하고 옷도 면인데 얇아서 여름에 입기 너무 좋은 거 같습니다,,"골격, 답답하다, 목, 몸무게, 사기, 초등, 통통하다"
원단이 부드럽습니다. 후기 보고 평소보다 한사이즈 낮췄는데 원하는 루즈핏이 나왔네요. 정사이즈 시켰으면 매우 박시했을 듯,원단이 부드럽습니다 후기 보고 평소보다 한 사이즈 낮췄는데 원하는 루스 핏이 나왔네요 정 사이즈 시켰으면 매우 박시했을 듯,,"나오다, 루스, 박시, 보고, 부드럽다, 사이즈, 원단, 원하다, 평소, 후기"
사이즈 딱 맞고 좋습니다 재질도 다른 티에 비해 부드러워요,사이즈 딱 맞고 좋습니다 재질도 다른 티에 비해 부드러워요, 재질,"맞다, 부드럽다, 비다, 사이즈, 재질, 티"
"예전에 구매했던 기록대로 사이즈를 주문했는데 어깨선,재질이 달라졌더라고요? 재질이 변경됫나요?",예전에 구매했던 기록대로 사이즈를 주문했는데 어깨선 재질이 달라졌더라고요 재질이 변경됐나요,,"기록, 달라지다, 대로, 변경, 사이즈, 어깨, 예전, 재질, 주문"
다른 티셔츠에 비해서 목이 두꺼워요! 제 몸에 s 사이즈 잘 맞았습니다. m으로 샀어도 괜찮았을 거 같아요.,다른 티셔츠에 비해서 목이 굵어요 제 몸에 s 사이즈 잘 맞았습니다 m으로 샀어도 괜찮았을 거 같아요,,"m, 굵다, 맞다, 몸, 비, 사이즈, 티셔츠"
땀많이 흘리는 편인데 쿨소재라 빠르게 말라서 좋아요 ,땀 많이 흘리는 편인데 클 소재라 빠르게 말라서 좋아요, 빠르다,"라서, 빠르다, 소재, 흘리다"
작년에 사고 올해 다시 사서 입어요 교복입니다 시원해요,작년에 사고 올해 다시 사서 입어요 교복입니다 시원해요,,"교복, 다시, 사고, 사서, 시원하다, 올해, 작년"
쿨코튼이라고 해서 구매했는데 그건 잘 모르겠고 옷감은 괜찮은 것 같아요. 흰색 검정색이라 무난하게 입을 수 있어요.,쿨 코튼이라고 해서 구매했는데 그건 잘 모르겠고 옷감은 괜찮은 것 같아요 흰색 검은색이라 무난하게 입을 수 있어요, 옷감,"검은색, 모르다, 무난, 옷감, 이라고, 코튼, 흰색"
원래 사이즈보다 하나 아래 사셔야될거같아요 크게나왔네요,원래 사이즈보다 하나 아래 사셔야 될 거 같아요 크게 나왔네요,,"나오다, 사이즈, 아래, 원래, 크게, 하나"
175-66에 이런 핏이에요 로고가 조금 창피한 듯도 한데 대체로 만족해요,에 이런 핏이에요 로고가 조금 창피한 듯도 한데 대체로 만족해요,,"대체로, 로고, 만족하다, 이렇다, 창피하다, 핏"
초반에 M주문했다가 작은거 같아 L로 교환했어요 사이즈 딱 맞고 좋아요,초반에 M 주문했다가 작은 거 같아 L로 교환했어요 사이즈 딱 맞고 좋아요,,"교환, 맞다, 사이즈, 작다, 주문, 초반"
평범하구 조아요^^ 비치지도 않고 딱 적당한 두께에요^^,평범하고 좋아요 비치지도 않고 딱 적당한 두께에요,,"두께, 비치다, 적당하다, 평범하다"
좋아요 남친이랑 같이 입으려고 큰사이즈 샀는데 예뻐요 ,좋아요 남자친구랑 같이 입으려고 큰 사이즈 샀는데 예뻐요, 사이즈,"남자친구, 사이즈"
기본티로 입으려고 샀어요 아주 적당히 막 입고 다닐 수 있는 기본티에요 재질도 괜찮고 너무 두껍지 않아서 시원하게 입을 수 있을것같아요,기본 티로 입으려고 샀어요 아주 적당히 막 입고 다닐 수 있는 기본 티에요 재질도 괜찮고 너무 두껍지 않아서 시원하게 입을 수 있을 것 같아요, 시원하다,"시원하다, 재질, 적당하다, 티"
기본 티로 입으려고 샀어요! 살짝 얇은데 너무 얇아서 흐물거리지는 않아요 여름에 시원하게 잘 입을것같아요 기본으로 입기에 딱 적당하고 길이도 적당하니 좋네요,기본 티로 입으려고 샀어요 살짝 얇은데 너무 얇아서 흐물거리지는 않아요 여름에 시원하게 잘 입을 것 같아요 기본으로 입기에 딱 적당하고 길이도 적당하니 좋네요," 기본,  길이","기본, 길이, 시원하다, 얇다, 여름, 적당하다"
배송도 빠르고 촉감도 좋아요! 가격도 적당해서 무난했습니다!,배송도 빠르고 촉감도 좋아요 가격도 적당해서 무난했습니다, 배송,"가격, 무난, 배송, 빠르다, 적당하다, 촉감"
커버낫 기본템 좋네요 다른 브랜드 기본템은 너무 얇거나 아니면 목 마감이 안좋아서 금방 늘어나던데 요건 많이 입을 수 있을 것 같아요,커버나 기본 템 좋네요 다른 브랜드 기본 템은 너무 얇거나 아니면 목 마감이 안 좋아서 금방 늘어나던데 요건 많이 입을 수 있을 것 같아요, 브랜드,"금방, 기본, 늘어나다, 마감, 브랜드, 아니다, 커버"
커버낫 기본템 좋네요 다른 브랜드 기본템은 너무 얇거나 아니면 목 마감이 안좋아서 금방 늘어나던데 요건 많이 입을 수 있을 것 같아요 가볍고 편해서 아주 맘에 들어요,커버나 기본 템 좋네요 다른 브랜드 기본 템은 너무 얇거나 아니면 목 마감이 안 좋아서 금방 늘어나던데 요건 많이 입을 수 있을 것 같아요 가볍고 편해서 아주 맘에 들어요,,"가볍다, 기본, 늘어나다, 마감, 브랜드, 아니다, 커버, 편하다"
몇년째 잘입고 있는 커버낫 쿨코튼 반팔티! 이거만한 반팔은 아직 못 찾았네요ㅋㅋ 소재가 너무 좋아서 혈육도 한세트 사줬습니당!!,몇 년째 잘 입고 있는 커버나 쿨 코튼 반팔 티 이거만 한 반팔은 아직 못 찾았네요 소재가 너무 좋아서 혈육도 한 세트 사줬습니다,,"거만, 사주다, 세트, 소재, 찾다, 커버, 코튼, 팔, 혈육"
몇년째 잘입고 있는 커버낫 쿨코튼 반팔티! 이거만한 반팔은 아직 못 찾았네요ㅋㅋ 사이즈 박시한걸로 재구매했슴당!,몇 년째 잘 입고 있는 커버나 쿨 코튼 반팔 티 이거만 한 반팔은 아직 못 찾았네요 사이즈 박시한 걸로 재구매했슴당, 사이즈,"거만, 걸, 박시, 사이즈, 찾다, 커버, 코튼, 팔"
184cm 86kg입니다. XXL사이즈 편안하게 잘 맞아요.,cm kg입니다 XXL 사이즈 편안하게 잘 맞아요,,"cm, kg, 맞다, 사이즈, 편안하다"
