Review,Processed_Review,keyword
163 기준 여자가 입었을 때 많이 커요 오버핏으로 입으려고 했는데 핏으로 크게 입은 게 아니라 그냥 큰 느낌! 체구 작으신 분들 사실 때 참고하시면 좋을 것 같아요 저는 디자인이랑 색감 재질 모든 면에서 완벽하게 제 취향이라 사이즈 무시하고 입었습니다 .. 아주아주 만족해요 ( ⚯̫ ),기준 여자가 입었을 때 많이 커요 온 버핏으로 입으려고 했는데 핏으로 크게 입은 게 아니라 그냥 큰 느낌 체구 작으신 분들 사실 때 참고하시면 좋을 것 같아요 저는 디자인이랑 색감 재질 모든 면에서 완벽하게 제 취향이라 사이즈 무시하고 입었습니다 아주아주 만족해요,"크다, 무시, 체구, 아주아주, 기준, 모든, 취향, 사실, 여자, 참고"
배송은 예약배송이라 조금 걸렸지만 얇아서 지금 입기에도 적당하고 핏도 예뻐서 만족스럽습니다! ,배송은 예약배송이라 조금 걸렸지만 얇아서 지금 입기에도 적당하고 핏도 예뻐서 만족스럽습니다,"배송, 걸리다, 만족스럽다, 적당하다, 얇다"
옷이 얇고 가볍고 낭낭한 핏이라 편하고 시원해서 손이 자주 가네요,옷이 얇고 가볍고 낭랑한 핏이라 편하고 시원해서 손이 자주 가네요,"낭랑하다, 가다, 가볍다, 편하다, 얇다, 시원하다"
주머니 짝짝이인 불량 상품 예약배송으로 받았는데  기다린 만큼 바로 입으려고 세탁하고 발견했습니다 애초에 불량인 상품인데 교환환불 안해주겠다네요 쪽팔려서 입지도 못하겠어요 다시는 파르티멘토 안살거 같아요 여러분도 구매하실때 다시 생각해보세요 불량 받아도 환불 못 받으니까요^^,주머니 짝짝이인 불량 상품 예약배송으로 받았는데 기다린 만큼 바로 입으려고 세탁하고 발견했습니다 애초에 불량인 상품인데 교환 환불 안 해주겠다네요 쪽팔려서 입지도 못하겠어요 다시는 바르티 멘토 안 살 거 같아요 여러분도 구매하실 때 다시 생각해 보세요 불량 받아도 환불 못 받으니까요,"불량, 받다, 환불, 상품, 다시다, 짝짝이, 쪽팔리다, 애초, 주머니, 해주다"
각 잡힌 셔츠가 안 어울리는 편인데 이거는 후들후들한 소재감 덕분인지 잘 어울리더라구요. 단추 풀어서 입으나 잠가서 입으나 핏 다 예쁩니다. 활용도가 엄청 높은 셔츠!!,각 잡힌 셔츠가 안 어울리는 편인데 이거는 후들후들한 소재감 덕분인지 잘 어울리더라고요 단추 풀어서 입으나 잠가서 입으나 핏 다 예쁩니다 활용도가 엄청 높은 셔츠,"어울리다, 용도, 높다, 덕분, 잡히다, 인지, 풀다, 셔츠, 잠그다, 인데"
왜 안사요???? 얼른 사세요 다들 너무 이뻐요 여름에도 이쁜옷 입어보아요,왜 안 사요 얼른 사세요 다들 너무 이뻐요 여름에도 이쁜 옷 입어보아요,"얼른, 입어보다, 여름"
겨울에도 패딩 안에 반팔입고 다니는 열많은인간이라 여름옷이 아주 골ㅊㅣ아팠던 터였다죠 .. 그러던 중 이걸 샀는데 개얇고 나풀나풀한데 후줄그레하진 않고 너무 좋은 겁니다   (여름옷의 숙명 : 시원하면 후줄그레. 단정하면 개더움)  여름옷의 숙명을 드디어 벗어던졌어요.  괜찮은 다른 컬러 있으면 바로 살 겁니다,겨울에도 패딩 안에 반팔 입고 다니는 열 많은 인간이라 여름 옷이 아주 골 아팠던 터였다죠 그러던 중 이걸 샀는데 개얇고 나풀나풀 한데 후줄근하진 않고 너무 좋은 겁니다 여름 옷의 숙명 시원하면 후줄근 단정하면 개더 움 여름 옷의 숙명을 드디어 벗어던졌어요 괜찮은 다른 컬러 있으면 바로 살 겁니다,"겁니다, 숙명, 여름, 개다, 후줄, 후줄근하다, 아프다, 인간, 패딩, 겨울"
원하던 반팔셔츠라 기대하고 구매했는데 딱 원하는 스타일이네요,원하던 반팔 셔츠라 기대하고 구매했는데 딱 원하는 스타일이네요,"원하다, 기대하다, 스타일, 셔츠"
약간 까슬한 면이고 두께는 얇아요! 그치만 엄청 시원한 소재까지는 아닌것 같아요! 딱 원하던 핏이어서 맘에 듭니다~,약간 까슬한 면이고 두께는 얇아요 그렇지만 엄청 시원한 소재까지는 아닌 것 같아요 딱 원하던 핏이어서 맘에 듭니다,"까지는, 까슬하다, 이고, 원하다, 두께, 아니다, 소재, 얇다, 시원하다"
요즘 체크패턴 셔츠 정말 가지고 싶었는데 에구머니나 마침 이렇게 이쁜 제품 발견! 한여름에도 입을수있는 얇기에요 안에 이너 없이 맨살에 입는거 추천추천 막 추천,요즘 체크 패턴 셔츠 정말 가지고 싶었는데 에구머니나 마침 이렇게 이쁜 제품 발견 한여름에도 입을 수 있는 얇기예요 안에 이너 없이 맨살에 입는 거 추천 추천 막 추천,"추천, 에구머니, 가지, 이렇게, 마침, 발견, 없이, 이너, 패턴, 한여름"
