Review,Processed_Review,keyword
편하게 입으려고 산건데 저한텐 오버핏을 넘어서 밀레니엄 힙합보이핏이긴 합니다. 하지만 그건 제 문제이기 때문에 티샤쓰는 5점 입니다. 후줄근 방지용 목걸이도 차보았습니다.,편하게 입으려고 산 건데 저한텐 온 버핏을 넘어서 밀레니엄 힙합보이 핏이 긴 합니다 하지만 그건 제 문제이기 때문에 티샤쓰는 점입니다 후줄근 방지용 목걸이도 차 보았습니다,"목걸이, 힙합, 보이, 후줄, 근, 편하다, 건데, 티샤, 쓰다, 문제, 이기, 점"
소버먼트 역시 맛집입니다!! 깔 별로 사고싶을 만큼 핏 재질 색감 너무 마음에 들어요!! ,소버 먼트 역시 맛집입니다 깔 별로 사고 싶을 만큼 핏 재질 색감 너무 마음에 들어요,"맛집, 재질, 별로, 색감, 먼트"
빼입 하기에 제 스펙에 L이 좋다고 보고 넣입 할거면 M이 이쁠것 같습니다! 소재는 탄탄하고 생각보다 무겁단 생각은 안드는것 같습니다. 딱 스탠다드에 충실하면서 또 일반적인 소재 느낌은 아니라 꾸안꾸 티셔츠네요ㅋㅋ 손이 많이 갈것같습니다!,빼입 하기에 제 스펙에 L이 좋다고 보고 넣입 할 거면 M이 이쁠 것 같습니다 소재는 탄탄하고 생각보다 무겁단 생각은 안 드는 것 같습니다 딱 스탠더드에 충실하면서 또 일반적인 소재 느낌은 아니라 꿈 안 꾸 티셔츠네요 손이 많이 갈 것 같습니다,"소재, 티셔츠, 무겁다, 스펙, 손, 탄탄하다"
"핏이 오버핏으로 나왔습니다. 그래서 와이드 슬랙스랑 빼입으로 매칭했습니다!  가장큰 장점은 색감입니다! 정말 이뻐요,,, 흔한 차콜아니구 워싱된 느낌이라 더욱 좋았습니다.",핏이 온 버핏으로 나왔습니다 그래서 와이드 슬랙스랑 빼입으로 매칭했습니다 가장 큰 장점은 색감입니다 정말 이뻐요 흔한 차콜 아니고 워싱 된 느낌이라 더욱 좋았습니다,"색감, 장점, 슬랙스, 흔하다, 가장, 와이드"
워싱감이 딱 좋아서 여기저기 잘 묻네요. 코디하기 편해요,워싱감이 딱 좋아서 여기저기 잘 묻네요 코디하기 편해요,"편하다, 묻다, 워싱감, 여기저기, 코디"
넘모 편하고 스타일 좋고 색깔도 예뻐서 자주 입게 되네요 파란색도 샀어요,넘고 편하고 스타일 좋고 색깔도 예뻐서 자주 입게 되네요 파란색도 샀어요,"파란색, 편하다, 스타일, 넘다, 색깔"
좋어요 여러상황에서 잘 매칭 되네요  부담없이 스타일 잡을수 있어서 좋았어요,좋아요 여러 상황에서 잘 매칭되네요 부담 없이 스타일 잡을 수 있어서 좋았어요,"매칭, 잡, 스타일, 없이, 상황, 여러, 부담"
블루색상 구매 후 너무 만족해서 더 구매했습니다 샌드 색상도 곧 코디 올릴게요 감사합니다 !,블루 색상 구매 후 너무 만족해서 더 구매했습니다 샌드 색상도 곧 코디 올릴게요 감사합니다,"만족하다, 올리다, 색상, 코디, 블루, 샌드"
킹쁩니다; 기대 안하고 샀는데 스트릿한 핏감. 제가 찾던 느낌이네요. 다른 색상도 고민중임다. 제 스펙에 힙하게 입는거 좋아하시면 xl ㄱ ㄱ하세여,킹쁩니다 기대 안 하고 샀는데 스트리트 한 핏 감 제가 찾던 느낌이네요 다른 색상도 고민 중임다 제 스펙에 합하게 입는 거 좋아하시면 xl 하세요,"색상, 스펙, 좋아하다, 느끼다, 킹쁩니, 합, 찾다"
소버먼트 너무 좋아요... 여름 반팔 겨울 맨투맨 다 여기서 살 거 같아요!! 소버먼트 짱,소버 먼트 너무 좋아요 여름 반팔 겨울 맨투맨 다 여기서 살 거 같아요 소버 먼트 짱,"먼트, 소버, 팔, 맨, 투맨, 겨울, 여름"
옷 색감 이쁘고 코디하기에도 편해요 잘 입겠습니당,옷 색감 이쁘고 코디하기에도 편해요 잘 입겠습니다,"편하다, 코디, 색감"
피그먼트 워싱 입문으로 좋습니다.  제 스펙이 오버사이즈로 잘 맞아요,피그먼트 워싱 입문으로 좋습니다 제 스펙이 오버사이즈로 잘 맞아요,"오버, 사이즈, 맞다, 스펙, 입문, 피그먼트, 워싱"
피그먼트 색감 정말 예쁘게 빠졌고 재질도 탄탄하고 좋아요 근데 세탁하니까 살짝 돌아가네요,피그먼트 색감 정말 예쁘게 빠졌고 재질도 탄탄하고 좋아요 근데 세탁하니까 살짝 돌아가네요,"세탁, 하, 빠지다, 돌아가다, 피그먼트, 재질"
적당히 찌비침 없을 두께감에 과하지않은 워싱감이 마음에 들었어요 특히 절묘하게 과하지않은 오버핏 실측이 좋았어요,적당히 찌비침 없을 두께감에 과하지 않은 워싱감이 마음에 들었어요 특히 절묘하게 과하지 않은 오버핏 실측이 좋았어요,"워싱감, 절묘하다, 실측, 적당하다, 두께감, 오버핏"
티가 탄탄해서 너무 좋았어요 체형 보완도 되고 피그먼트 덕분에 흔하지 않아요,티가 탄탄해서 너무 좋았어요 체형 보완도 되고 피그먼트 덕분에 흔하지 않아요,"탄탄하다, 흔하다, 피그먼트, 덕분, 보완, 티"
162에 48키로 평소 크게입는거 좋아해서 엑라 시켰어요 색감 핏 모두 좋아서 다른 컬러도 사고싶어요!!,에 키로 평소 크게 입는 거 좋아해서 에라 시켰어요 색감 핏 모두 좋아서 다른 컬러도 사고 싶어요,"컬러, 좋아하다, 색감, 평소, 키로, 크게"
생각보다 무겁긴한데 핏도 좋고 재질이 엄청 좋습니다 차콜이라 땀나면 자국생길것도 걱정됐는데 자국 티도 안나고 좋아요,생각보다 무겁긴 한데 핏도 좋고 재질이 엄청 좋습니다 차콜이라 땀나면 자국 생길 것도 걱정됐는데 자국 티도 안 나고 좋아요,"따다, 걱정, 핏, 무겁다, 재질"
헬스 3년차 입니다 운동 주 5-6 회 하는 사람으로써 정말 딱 마음에드는 오버핏 티셔츠 입니다. 색깔 마음에 드는거 몇장 더 살까 합니다ㅋㅋ 길이랑 다 너무좋아요,헬스 연차입니다 운동 주 회하는 사람으로서 정말 딱 마음에 드는 오버핏 티셔츠입니다 색깔 마음에 드는 거 몇 장 더 살까 합니다 길이랑 다 너무 좋아요,"티셔츠, 색깔, 연차, 길이, 운동, 살다, 사람"
피그먼트는 소버먼트 그냥 모든티들이 다이쁘고 편하고 그러네여 ㅎㅎ 티셔츠 맛집이네여,피그먼트는 소버 먼트 그냥 모든 티들이 다 이쁘고 편하고 그러네요 티셔츠 맛집이네요,"맛집, 티셔츠, 그렇다, 그냥, 피그, 멀다, 틀다, 편하다, 티, 먼트, 모든"
두께감 좋고 착 핏도 이뻐요 다른분들한테도 추천합니다,두께감 좋고 착 핏도 이뻐요 다른 분들한테도 추천합니다,"추천, 분, 핏, 두께감"
여행 때 입었는데 무난하게 입기 너무 좋네요 사이즈는 오버입니다,여행 때 입었는데 무난하게 입기 너무 좋네요 사이즈는 오버입니다,"사이즈, 무난, 오버, 여행"
원단 매우 탄탄하고 좋습니다. 워싱 덕분에 힙한 느낌에도 잘 붙습니다,원단 매우 탄탄하고 좋습니다 워싱 덕분에 힙한 느낌에도 잘 붙습니다,"덕분, 붙다, 힙, 워싱, 원단, 탄탄하다"
여러 옷 들 택할 때 피그먼트 처음 입문용으로 좋은거 같습니다.,여러 옷 들 택할 때 피그먼트 처음 입문용으로 좋은 거 같습니다,"입문, 피그먼트, 처음, 여러, 택할"
이건 색감이 뒤지게이쁨 ㄹㅇㄹㅇ 요긴하게 입고다닙니다,이건 색감이 뒤지게 이쁨 요긴하게 입고 다닙니다,"색감, 요긴, 뒤지다, 이건"
생각보다 얇고 시원하네요 워싱도 이뻐요 근데 어깨 사이즈가 저한텐 살짝 더 오버했으면 좋았겠네요,생각보다 얇고 시원하네요 워싱도 이뻐요 근데 어깨 사이즈가 저한텐 살짝 더 오버했으면 좋았겠네요,"오버, 사이즈, 어깨, 얇다"
지금부터 입기 좋아요 편하고 이쁘고 데일리 각 강추강추,지금부터 입기 좋아요 편하고 이쁘고 데일리 각 강추강추,"편하다, 데일리, 강추"
피시방가능 학교가능 당구장 쌉가능 재질 좋음 소매 길이 좋음 총장 살짝 김 색감 이쁨 두께감 살짝 있지만 시원함,피시방 가능 학교 가능 당구장 쌉가능 재질 좋음 소매길이 좋음 총장 살짝 김 색감 이쁨 두께감 살짝 있지만 시원함,"싸다, 가능, 소매, 길이, 재질, 총장, 당, 구장, 두께감"
핏도 괜찮고 어깨도 넓어보여서 좋은거 같습니다!!,핏도 괜찮고 어깨도 넓어 보여서 좋은 거 같습니다,"보, 여서, 핏, 어깨, 넓다"
카고 팬츠에 잘 어울리고 가볍게 악세서리로 목거리 하시는걸 추천드려요,카고 팬츠에 잘 어울리고 가볍게 액세서리로 목걸이 하시는 걸 추천드려요,"팬츠, 목걸이, 가볍다, 액세서리, 추천, 드리다, 어울리다, 카"
살짝 크긴한데 이 맛에 입는 거 같네요 넣입하면 괜찮은 거 같아요,살짝 크긴 한데 이 맛에 입는 거 같네요 넣입하면 괜찮은 거 같아요,"넣다, 입하, 맛, 크다"
오버핏 보다는 적당한 핏감을 원해서 M으로 주문했는데 원하는 핏이 나오네요. 질감이나 두께는 일반 면티랑 똑같은데 시원한 건 아니더라도 당연히 반팔이라 한여름에 입어도 문제는 없습니다.,오버 피트보다는 적당한 핏 감을 원해서 M으로 주문했는데 원하는 핏이 나오네요 질감이나 두께는 일반 면 티랑 똑같은데 시원한 건 아니더라도 당연히 반팔이라 한여름에 입어도 문제는 없습니다,"피트, 보다는, 팔이, 두께, 아니다, 주문, 티, 똑같다, 원하다"
무채색으로 후드베스트랑 함께해도 조합이 좋았어요 다음엔 첼시부츠 사서 긴바지에도 입어보려구요,무채색으로 후드 베스트랑 함께해도 조합이 좋았어요 다음엔 첼시 부츠 사서 긴 바지에도 입어보려고요,"바지, 입어보다, 해도, 무채색, 베스트, 첼시, 조합, 부츠"
원래 소버먼트 옷 품질은 되게 좋은데 배송이 느릴때가 많아서 아쉬웠는데 이번엔 다 하루만에 왔어요 산거 전부 다 대만족입니다 제 스팩이신분들 반팔은 L 맨투맨은 XL가면 딱 좋아요,원래 소버 먼트 옷 품질은 되게 좋은데 배송이 느릴 때가 많아서 아쉬웠는데 이번엔 다 하루 만에 왔어요 산거 전부 다 대만족입니다 제 스펙이신 분들 반팔은 L 맨투맨은 XL 가면 딱 좋아요,"맨, 투맨, 대, 만족, 느리다, 품질, 분들, 아쉽다, 오다"
L사이즈가 110정도 되는 듯합니다. 품이 큰건 오버핏이라 쳐도 기장이 길어서 이상해요.,L 사이즈가 정도 되는 듯합니다 품이 큰 건 온 버핏이라 쳐도 기장이 길어서 이상해요,"이상하다, 사이즈, 버핏, 품, 기장, 치다"
할인해서 3만원대에 샀는데 가성비가 너무 좋습니다  소재도 얇고 아주 시원하네용  L로 한벌 샀다가 더 힙하게 입고 싶어서 Xl로도 한벌 더 샀어요 (그 L은 어머니가 만족스러워하며 입고 계십니다)  팔찌 반지같은 악세사리 추가해서 더 힙하게 입고 다녀도 좋을것 같아요,할인해서 만 원대에 샀는데 가성비가 너무 좋습니다 소재도 얇고 아주 시원하네요 L로 한 벌 샀다가 더 합하게 입고 싶어서 Xl로도 한 벌 더 샀어요 그 L은 어머니가 만족스러워하며 입고 계십니다 팔찌 반지 같은 액세서리 추가해서 더 합하게 입고 다녀도 좋을 것 같아요,"소재, 어머니, 반지, 할인, 팔찌, 만족스럽다"
색상도 이쁘고 핏도 이쁘게 떨어지네요. 다른 색상에 이어서 몇번째 구매인줄 모르겠습니다.,색상도 이쁘고 핏도 이쁘게 떨어지네요 다른 색상에 이어서 몇 번째 구매인 줄 모르겠습니다,"색상, 모르다, 핏, 떨어지다, 번째"
이쁘지만 매우 커서 편하게 입고 다니는 용으로 적합합니다,이쁘지만 매우 커서 편하게 입고 다니는 용으로 적합합니다,"편하다, 적합하다, 커서"
루즈핏 그자체에요 생각보다 편하고 두께감도 좋네요,루스 핏 그 자체에요 생각보다 편하고 두께감도 좋네요,"자체, 편하다, 두께감, 루스"
소버먼트 맨투맨도 잘 입었어서 반팔티도 구매했어요 얇은 두께가 아니라서 좋아요,소버 먼트 맨투맨도 잘 입어서 반팔 티도 구매했어요 얇은 두께가 아니라서 좋아요,"두께, 아니다, 맨, 투맨, 먼트, 팔, 얇다, 티"
후기보고 샀는데 정말 튼튼하고 좋네요 매년 구입해야겠습니다.,후기 보고 샀는데 정말 튼튼하고 좋네요 매년 구입해야겠습니다,"튼튼하다, 보고, 후기, 매년"
한사이즈 더 크게 샀으면 너무 클뻔했어요 두께는 한여름에 입기에는 조금 무리일듯,한 사이즈 더 크게 샀으면 너무 클 뻔했어요 두께는 한여름에 입기에는 조금 무리일 듯,"사이즈, 뻔하다, 두께, 한여름, 무리, 일, 크게"
와이프가 입었는데도 오버핏이라고 좋아하네요,와이프가 입었는데도 온 버핏이라고 좋아하네요,"버핏, 이라고, 좋아하다, 와이프"
핏 예쁘고 맘에 쏙 들어요  한여름에 입기에는 조금 두꺼워요,핏 예쁘고 맘에 쏙 들어요 한여름에 입기에는 조금 두꺼워요,"두껍다, 한여름"
이번여름동안 너무너무 잘 입었어요. 맨투맨도 좋고 기본템으로 소버먼트 최고,이번 여름 동안 너무너무 잘 입었어요 맨투맨도 좋고 기본 템으로 소버 먼트 최고,"맨, 투맨, 최고, 먼트, 여름, 소버"
"무지 피그먼트 반팔중에서는 퀄리티 제일 좋아요. 소버먼트 장점인 목시보리는 엄청 쫀쫀하고, 박음질도 튼튼해서 좋아요. 사이즈는 정사이즈 가시면 될거 같습니다.",무지 피그먼트 반팔 중에서는 퀄리티 제일 좋아요 소버 먼트 장점인 목 시보리는 엄청 쫀쫀하고 박음질도 튼튼해서 좋아요 사이즈는 정 사이즈 가시면 될 거 같습니다,"튼튼하다, 사이즈, 팔, 쫀쫀, 퀄리티, 박음질, 장점"
기본티중에도 특별합니다 정말 편하고 편해서 전 몇벌 더살거같습니다,기본 티 중에도 특별합니다 정말 편하고 편해서 전 몇 벌 더 살 거 같습니다,"편하다, 특별하다, 기본"
뭔가 티셔츠가 묵직해서 핏을 잡아주는 느낌이 있네용 너무 좋아요!,뭔가 티셔츠가 묵직해서 핏을 잡아주는 느낌이 있네요 너무 좋아요,"묵직하다, 잡다, 핏, 티셔츠, 뭔가"
색감 쥑입니다. 워싱된 차콜의 색감 자체가 뽀인트인 옷이에요.. 오버핏이라 넣거나 접어입어야 이쁘구요!! 꼭사세요 짱이쁩미다.!,색감 죽입니다 워싱 된 차콜의 색감 자체가 포인트인 옷이에요 온 버핏이라 넣거나 접어 입어야 이쁘고요 꼭 사세요 짱 이쁩니다,"색감, 접다, 넣다, 버핏, 포인트, 자체, 워싱"
세미오버느낌이고 색감은 잘 빠졌어요 원단감은 짱짱하고 넥라인도 쫀쫀해요 만족합니다,세미 오버 느낌이고 색감은 잘 빠졌어요 원단감은 짱짱하고 넥 라인도 쫀쫀해요 만족합니다,"쫀쫀해, 만족하다, 라인, 원단감, 짱짱하다, 이고, 색감, 빠지다, 오버, 세미"
평소 105사이즈 입는데 L사이즈 딱 좋습니다,평소 사이즈 입는데 L 사이즈 딱 좋습니다,"평소, 사이즈"
고민 많이하고 주문핶는데 아깝지 않은 소비였습니다,고민 많이 하고 주문핶는데 아깝지 않은 소비였습니다,"주, 문, 핶, 늘다, 아깝다, 소비, 고민"
남자친구 선물로 줬는데 이쁘고 편하다고 좋아했어요 할인때 사서 더 좋아요! 스티치 포인트가 진짜 넘 예뻐요,남자친구 선물로 줬는데 이쁘고 편하다고 좋아했어요 할인 때 사서 더 좋아요 스티치 포인트가 진짜 너무 예뻐요,"편하다, 주다, 선물, 좋아하다, 포인트, 스티치"
피그먼트의 맛집은 역시 소버먼트가 최고인 거 같습니다.  살짝 오버핏으로 나왔고 편하게 아무때나 자주 입고 다닐 거 같습니다.,피그먼트의 맛집은 역시 소버 먼트가 최고인 거 같습니다 살짝 온 버핏으로 나왔고 편하게 아무 때나 자주 입고 다닐 거 같습니다,"맛집, 편하다, 최고, 나오다, 피그먼트"
